nupdates,Name,clipfrac,serial_timesteps,total_timesteps,EpLenMean,trial,value_loss,loss_ent,explained_variance,fps,policy_loss,approxkl,EpRewMean,time_elapsed,Iteration
332,PP02-awake,0.106054686,679936,679936,776.98,0,0.00083180907,1.319068,0.9054293781518936,656,-0.009030877,0.0081597995,4.8142508,1405.9355900287628,332
333,PP02-awake,0.073632814,681984,681984,778.67,0,0.000363052,1.3010211,0.9774005822837353,610,-0.004104527,0.00608521,5.58795877,1409.2905323505402,333
334,PP02-awake,0.07099609,684032,684032,780.73,0,0.00040083137,1.3079484,0.9679977037012577,618,-0.00097281317,0.0058428813,6.290826700000001,1412.6029744148254,334
335,PP02-awake,0.066552736,686080,686080,781.74,0,0.00060868706,1.310258,0.9600356481969357,598,-0.0049028406,0.0055889515,9.51776757,1416.0226225852966,335
336,PP02-awake,0.09379883,688128,688128,784.58,0,0.00043458276,1.3109142,0.9487226903438568,719,-0.010440579,0.007537242,9.49708426,1418.8712680339813,336
337,PP02-awake,0.118701175,690176,690176,778.85,0,0.011941569,1.3228731,0.7829307466745377,669,-0.007825914,0.008973241,8.113448729999998,1421.929311990738,337
338,PP02-awake,0.06552734,692224,692224,772.8,0,0.003867745,1.3116003,0.8135664761066437,633,-0.0040096035,0.005637019,7.3475585599999995,1425.161698102951,338
339,PP02-awake,0.092285156,694272,694272,773.28,0,0.011529692,1.3147666,0.6150747835636139,597,-0.0030030056,0.0073934225,5.588738809999999,1428.5903007984161,339
340,PP02-awake,0.093652345,696320,696320,774.94,0,0.000676352,1.3217126,0.9594860188663006,683,-0.00679355,0.0072465613,6.265526149999999,1431.588027715683,340
341,PP02-awake,0.11186524,698368,698368,775.31,0,0.0006934376,1.3231617,0.9508344195783138,576,-0.008697179,0.008455039,6.779339739999999,1435.143366098404,341
342,PP02-awake,0.11630859,700416,700416,770.94,0,0.0005356877,1.3304377,0.9725185073912144,633,-0.008300944,0.008791324,6.676275669999999,1438.3786869049072,342
343,PP02-awake,0.09760742,702464,702464,771.77,0,0.00078935287,1.3367019,0.9464454054832458,525,-0.0058027133,0.007472267,6.319551809999999,1442.2733149528503,343
344,PP02-awake,0.071777344,704512,704512,769.42,0,0.018392738,1.3574895,0.7822569161653519,763,-0.006687748,0.0065145926,5.12218512,1444.957549571991,344
345,PP02-awake,0.07890625,706560,706560,778.92,0,0.00093635096,1.376899,0.9419562816619873,503,-0.0034676534,0.0061498387,6.922638169999999,1449.0274374485016,345
346,PP02-awake,0.06738281,708608,708608,777.1,0,0.0004440861,1.3869771,0.9731754884123802,607,-0.005457719,0.005478829,7.1323020800000005,1452.3969683647156,346
347,PP02-awake,0.07861328,710656,710656,781.08,0,0.00042848825,1.3951523,0.9747854191809893,568,-0.006394902,0.0068309144,8.86532404,1455.998497247696,347
348,PP02-awake,0.10107422,712704,712704,785.13,0,0.0006620504,1.4038551,0.9766953568905592,675,-0.006377061,0.008217221,11.92805614,1459.0300612449646,348
349,PP02-awake,0.07949219,714752,714752,787.63,0,0.0032920423,1.3843518,0.638776570558548,646,-0.0060285917,0.0065664523,11.225905560000003,1462.196383714676,349
350,PP02-awake,0.091748044,716800,716800,792.69,0,0.0008410872,1.372906,0.9230412021279335,694,-0.006467554,0.0071964213,11.75882707,1465.147166967392,350
351,PP02-awake,0.09189453,718848,718848,793.17,0,0.0010155921,1.352834,0.8813623562455177,459,-0.0064307586,0.0072923764,11.380563419999996,1469.6037902832031,351
352,PP02-awake,0.09506836,720896,720896,786.6,0,0.022124808,1.3528209,0.2773813009262085,534,-0.0064310594,0.007968611,9.91783013,1473.4325442314148,352
353,PP02-awake,0.093603514,722944,722944,787.68,0,0.0006150442,1.3398206,0.9347295612096786,505,-0.008631969,0.007734115,8.93787903,1477.480429649353,353
354,PP02-awake,0.09711914,724992,724992,785.82,0,0.0005444377,1.3212475,0.9674825929105282,603,-0.010565067,0.0076599484,9.46492109,1480.875470161438,354
355,PP02-awake,0.076416016,727040,727040,793.92,0,0.0014275984,1.2948884,0.8905153349041939,640,-0.0033459752,0.006695581,12.675310880000001,1484.071855545044,355
356,PP02-awake,0.08457031,729088,729088,792.18,0,0.0004193936,1.255543,0.9550351165235043,682,-0.007254053,0.006906229,14.016704630000001,1487.0750114917755,356
357,PP02-awake,0.07001953,731136,731136,799.22,0,0.00065865216,1.2489189,0.9654307775199413,709,-0.0017307561,0.0059832865,15.66259546,1489.9622237682343,357
358,PP02-awake,0.08530273,733184,733184,795.44,0,0.0016136501,1.2700114,0.8623779565095901,587,-0.005427402,0.006844447,14.815958329999999,1493.4461591243744,358
359,PP02-awake,0.10820313,735232,735232,796.21,0,0.0006714996,1.2761229,0.9668766409158707,569,-0.009221835,0.008636719,15.597498129999998,1497.043561220169,359
360,PP02-awake,0.081689455,737280,737280,798.14,0,0.00068531506,1.286279,0.8689230531454086,587,-0.007210166,0.0067128865,15.75164557,1500.5296533107758,360
361,PP02-awake,0.10366211,739328,739328,790.96,0,0.0011134807,1.2961628,0.9067358151078224,748,-0.0069792853,0.007834006,14.220048460000001,1503.2671439647675,361
362,PP02-awake,0.103955075,741376,741376,797.32,0,0.0003682508,1.2937038,0.9716004468500614,573,-0.0063640983,0.007778261,15.819227329999999,1506.8360633850098,362
363,PP02-awake,0.10888672,743424,743424,799.53,0,0.00086558535,1.2910358,0.913976214826107,703,-0.009720785,0.008166855,15.897823019999997,1509.7494161128998,363
364,PP02-awake,0.11289062,745472,745472,793.28,0,0.000638771,1.2892691,0.9337876066565514,638,-0.007393858,0.0087934965,17.09530244,1512.9596264362335,364
365,PP02-awake,0.089501955,747520,747520,795.01,0,0.016558738,1.301656,0.617152601480484,536,-0.00880589,0.008909652,17.31034944,1516.7765364646912,365
366,PP02-awake,0.10756836,749568,749568,789.21,0,0.00040802328,1.30852,0.9814067166298628,565,-0.008605863,0.008243805,18.03203516,1520.3996329307556,366
367,PP02-awake,0.088085935,751616,751616,791.57,0,0.0006416208,1.2929409,0.9394050426781178,600,-0.0053079063,0.0073991134,18.005884769999998,1523.813132762909,367
368,PP02-awake,0.09716797,753664,753664,793.23,0,0.00045545743,1.2772965,0.9583806656301022,482,-0.005093271,0.008091564,17.63406841,1528.056740283966,368
369,PP02-awake,0.07524414,755712,755712,789.04,0,0.00033603847,1.2606561,0.9839820675551891,638,-0.0047615296,0.0061800885,17.62834982,1531.2623245716095,369
370,PP02-awake,0.109033205,757760,757760,788.77,0,0.00069507,1.2369386,0.9196866676211357,742,-0.00763251,0.008549496,18.565085970000002,1534.019840478897,370
371,PP02-awake,0.061914064,759808,759808,787.26,0,0.0007631174,1.2258672,0.9275402724742889,468,-0.0013682098,0.005267012,18.76086782,1538.3919761180878,371
372,PP02-awake,0.10854492,761856,761856,781.49,0,0.000342337,1.2276783,0.9854863118380308,659,-0.009284047,0.00815479,19.41076231,1541.5000343322754,372
373,PP02-awake,0.064013675,763904,763904,781.84,0,0.00044195945,1.2293103,0.9400993697345257,618,-0.004552343,0.0053810854,19.44946853,1544.8098983764648,373
374,PP02-awake,0.09692383,765952,765952,780.13,0,0.02716272,1.2238194,-0.020223259925842285,619,-0.006189796,0.008128418,17.86910433,1548.1135754585266,374
375,PP02-awake,0.103515625,768000,768000,782.36,0,0.00537676,1.2194855,0.8005453646183014,762,-0.008206841,0.008236242,19.29868501,1550.798326253891,375
376,PP02-awake,0.11640625,770048,770048,783.65,0,0.022856366,1.2194543,0.5985941588878632,638,-0.011617208,0.010154325,20.462223469999998,1554.0068950653076,376
377,PP02-awake,0.09008789,772096,772096,784.6,0,0.0017751992,1.1867112,0.7507565915584564,706,-0.009348793,0.008032638,21.589695220000003,1556.904459953308,377
378,PP02-awake,0.11850586,774144,774144,782.67,0,0.00093078363,1.1553181,0.9502354338765144,614,-0.01171344,0.009802254,21.477951379999993,1560.2353987693787,378
379,PP02-awake,0.10288086,776192,776192,781.52,0,0.0013023628,1.1352601,0.945544421672821,647,-0.009034341,0.009396992,21.837386230000003,1563.3987863063812,379
380,PP02-awake,0.10776367,778240,778240,778.69,0,0.0004348813,1.1262728,0.9838990457355976,577,-0.0048987907,0.008632737,21.88711513,1566.9446847438812,380
381,PP02-awake,0.11240234,780288,780288,776.03,0,0.00056947715,1.1288898,0.9542152918875217,631,-0.00856805,0.008313278,21.62991017,1570.188430070877,381
382,PP02-awake,0.12700196,782336,782336,771.27,0,0.0004172402,1.1230347,0.9821996949613094,656,-0.0102553675,0.009937758,24.18143094,1573.3063879013062,382
383,PP02-awake,0.0894043,784384,784384,767.61,0,0.001307103,1.1200305,0.8846849426627159,605,-0.004133257,0.006978563,24.52530414,1576.6916239261627,383
384,PP02-awake,0.100048825,786432,786432,766.81,0,0.001249451,1.119624,0.9247819632291794,580,-0.0020770892,0.0075304275,24.550555080000002,1580.2187104225159,384
385,PP02-awake,0.11538086,788480,788480,768.62,0,0.00039978753,1.1053919,0.9807984810322523,531,-0.009345489,0.008940265,23.70686857,1584.0727896690369,385
386,PP02-awake,0.08164062,790528,790528,766.67,0,0.0012544949,1.0929635,0.9457528181374073,639,-0.006497661,0.007174938,23.207793249999998,1587.2755706310272,386
387,PP02-awake,0.11376953,792576,792576,764.75,0,0.00024586837,1.0907196,0.97802359983325,658,-0.0061032334,0.0086722355,25.097894709999995,1590.384262561798,387
388,PP02-awake,0.11030273,794624,794624,768.44,0,0.00021660948,1.0870569,0.9778945278376341,543,-0.008018697,0.008391371,24.737757650000002,1594.1504108905792,388
389,PP02-awake,0.088378906,796672,796672,763.39,0,0.00047437256,1.0833747,0.9615968465805054,559,-0.0049654664,0.006718432,25.28852537,1597.8118319511414,389
390,PP02-awake,0.09770508,798720,798720,759.43,0,0.00053642556,1.0813692,0.9779728055000305,659,-0.008263145,0.008479106,27.55095848,1600.916350364685,390
391,PP02-awake,0.09492187,800768,800768,760.31,0,0.00076729077,1.0925972,0.9260966256260872,681,-0.004703564,0.0074694445,28.40809745,1603.9225311279297,391
392,PP02-awake,0.08632813,802816,802816,757.43,0,0.0004363504,1.0826694,0.9663119427859783,576,-0.0034785182,0.0068565807,28.408037889999996,1607.4773316383362,392
393,PP02-awake,0.107666016,804864,804864,752.87,0,0.0007472458,1.0507151,0.9695519115775824,557,-0.009708519,0.009168614,28.06732045,1611.151767730713,393
394,PP02-awake,0.10107422,806912,806912,746.79,0,0.0004233936,1.0466092,0.9839236028492451,689,-0.007821563,0.008199295,27.86233989,1614.1241748332977,394
395,PP02-awake,0.11401367,808960,808960,735.68,0,0.0007370919,1.0574279,0.9768694639205933,690,-0.008168283,0.008682958,29.62453547,1617.0896668434143,395
396,PP02-awake,0.09189453,811008,811008,730.11,0,0.00024342266,1.0554591,0.9892480280250311,704,-0.0067878785,0.0075125694,32.309691050000005,1619.9985415935516,396
397,PP02-awake,0.0881836,813056,813056,729.39,0,0.00040588545,1.0603491,0.9835934042930603,658,-0.0037544626,0.0071062245,33.85564868,1623.106677055359,397
398,PP02-awake,0.09091797,815104,815104,727.41,0,0.00035900812,1.0612941,0.984703061170876,590,-0.0052437894,0.0071882615,35.215163690000004,1626.5728640556335,398
399,PP02-awake,0.088574216,817152,817152,728.13,0,0.0026193075,1.0523177,0.9206819757819176,621,-0.006344322,0.008846307,34.506853209999996,1629.8691082000732,399
400,PP02-awake,0.11040039,819200,819200,729.59,0,0.00045543117,1.0532825,0.9700875207781792,635,-0.010097097,0.008765107,36.33390289,1633.0915324687958,400
401,PP02-awake,0.09858398,821248,821248,726.06,0,0.0010676564,1.0565575,0.9334066957235336,709,-0.004686296,0.007857957,36.66474751,1660.925500869751,401
402,PP02-awake,0.107421875,823296,823296,721.62,0,0.00024523254,1.0516658,0.9856155272573233,649,-0.007883792,0.008743426,37.97832847,1664.0795679092407,402
403,PP02-awake,0.09541015,825344,825344,714.42,0,0.00023518721,1.0312829,0.9867105782032013,715,-0.007174293,0.007873172,38.28022311000001,1666.941398382187,403
404,PP02-awake,0.11225586,827392,827392,708.03,0,0.00031096465,1.0184686,0.9874343872070312,645,-0.0062594106,0.008652887,39.015856160000006,1670.1146988868713,404
405,PP02-awake,0.09897461,829440,829440,707.34,0,0.00031861174,1.0112547,0.979646498337388,787,-0.0056979447,0.0082597695,39.144815869999995,1672.7150485515594,405
406,PP02-awake,0.13076171,831488,831488,705.05,0,0.00029133903,1.001322,0.9879187745973468,611,-0.009564974,0.01076586,39.729536280000005,1676.0643482208252,406
407,PP02-awake,0.09726562,833536,833536,697.69,0,0.0011358904,1.0080858,0.935347817838192,652,-0.009569812,0.009225937,39.98320682,1679.2017884254456,407
408,PP02-awake,0.12700196,835584,835584,705.35,0,0.008480615,1.0249815,0.7773530185222626,606,-0.010949496,0.01046964,40.94611235,1682.5806579589844,408
409,PP02-awake,0.105371095,837632,837632,696.89,0,0.0004058397,1.0327066,0.9745645243674517,654,-0.006052998,0.008806547,42.54699726,1685.7118752002716,409
410,PP02-awake,0.10410156,839680,839680,694.76,0,0.0002329662,1.0365003,0.981761172413826,630,-0.00891332,0.008137367,41.504703740000004,1688.9611129760742,410
411,PP02-awake,0.11992188,841728,841728,691.94,0,0.00029548182,1.029637,0.9819042887538671,642,-0.009982356,0.008812498,43.93461329000001,1692.1508367061615,411
412,PP02-awake,0.09746094,843776,843776,688.28,0,0.00044121378,1.031447,0.9780350923538208,665,-0.0077747926,0.0076314854,44.09199371,1695.2308213710785,412
413,PP02-awake,0.09863281,845824,845824,685.62,0,0.00038809507,1.0222853,0.9503962993621826,696,-0.006333883,0.007848037,44.042478120000006,1698.1697978973389,413
414,PP02-awake,0.09580078,847872,847872,683.72,0,0.0004320824,1.0109415,0.9824272375553846,764,-0.008594868,0.007651662,45.366217230000004,1700.849548816681,414
415,PP02-awake,0.105810545,849920,849920,684.64,0,0.00035180742,0.99707973,0.9846397610381246,679,-0.007342247,0.008356039,46.92003601000001,1703.8627123832703,415
416,PP02-awake,0.1317871,851968,851968,687.2,0,0.00045684027,0.9982871,0.9626950472593307,573,-0.0089264,0.0103440415,45.99035991999999,1707.4370818138123,416
417,PP02-awake,0.09487305,854016,854016,687.49,0,0.00030851652,0.994112,0.9823358524590731,625,-0.0072635775,0.007543873,47.25072449,1710.7121541500092,417
418,PP02-awake,0.07739258,856064,856064,689.74,0,0.00032777604,0.97302234,0.9755413942039013,508,-0.0020960444,0.006322027,47.61956703999999,1714.7385184764862,418
419,PP02-awake,0.09873047,858112,858112,688.07,0,0.00046575427,0.98572713,0.9820034857839346,638,-0.0026382692,0.008037002,48.44109118,1717.9439463615417,419
420,PP02-awake,0.10498047,860160,860160,686.44,0,0.00025885156,0.98500395,0.9899321412667632,613,-0.0071236836,0.008608282,49.2102862,1721.284080028534,420
421,PP02-awake,0.09272461,862208,862208,682.6,0,0.00020206421,0.9807221,0.9913669424131513,659,-0.008068088,0.007164908,49.35651104000001,1724.3887009620667,421
422,PP02-awake,0.12666015,864256,864256,677.15,0,0.00029201916,0.9737002,0.989619773812592,737,-0.01021439,0.010107673,50.57602337,1727.165729522705,422
423,PP02-awake,0.13608399,866304,866304,677.0,0,0.00032104595,0.96324617,0.9755839239805937,703,-0.011791768,0.01142661,50.399941550000015,1730.0763149261475,423
424,PP02-awake,0.101904295,868352,868352,676.59,0,0.00036581134,0.9695474,0.9767797626554966,672,-0.005951357,0.008669128,50.743822599999994,1733.1227316856384,424
425,PP02-awake,0.10292969,870400,870400,675.47,0,0.00023931223,0.9824729,0.9911300232633948,752,-0.008741805,0.008228415,52.4444588,1735.8455085754395,425
426,PP02-awake,0.10478516,872448,872448,669.42,0,0.0012808958,0.98586416,0.9444292522966862,710,-0.0074179256,0.007929629,53.430396529999996,1738.7295439243317,426
427,PP02-awake,0.1050293,874496,874496,677.45,0,0.0013052801,0.97432154,0.9220740646123886,704,-0.007956309,0.008058696,53.90960991,1741.634967327118,427
428,PP02-awake,0.13203125,876544,876544,678.81,0,0.0003734869,0.9614843,0.9900609916076064,693,-0.010324242,0.01045335,54.61078665000001,1744.5879936218262,428
429,PP02-awake,0.10527344,878592,878592,681.81,0,0.00037377168,0.9606427,0.9891273695975542,663,-0.0034898291,0.007933365,55.10572874,1747.6760263442993,429
430,PP02-awake,0.10336914,880640,880640,681.02,0,0.00028442143,0.95038116,0.989515601657331,681,-0.009158513,0.008890568,55.28231417000001,1750.682701587677,430
431,PP02-awake,0.13999024,882688,882688,678.34,0,0.0008732074,0.9467802,0.9533010683953762,470,-0.016129944,0.011694605,55.6840128,1755.0374178886414,431
432,PP02-awake,0.079833984,884736,884736,680.58,0,0.00016109209,0.93478185,0.9922547130845487,579,-0.0031829611,0.006649585,56.653115019999994,1758.5733709335327,432
433,PP02-awake,0.13325195,886784,886784,682.83,0,0.00020637673,0.9142664,0.984792429022491,657,-0.007460376,0.010462956,56.74453775999999,1761.6905353069305,433
434,PP02-awake,0.1215332,888832,888832,685.53,0,0.00057747244,0.89571345,0.965606015175581,695,-0.007592573,0.009357134,57.86198495000001,1764.6343741416931,434
435,PP02-awake,0.111572266,890880,890880,682.54,0,0.00038231368,0.8762782,0.9814121387898922,613,-0.007061736,0.008998318,57.76112142,1767.971785068512,435
436,PP02-awake,0.12163086,892928,892928,680.61,0,0.00071736996,0.84586257,0.9489461407065392,692,-0.008302592,0.009815769,57.74000822,1770.9275646209717,436
437,PP02-awake,0.12851563,894976,894976,686.04,0,0.00028288443,0.83694637,0.9775596205145121,618,-0.0029562302,0.010004517,58.01950296999999,1774.2414836883545,437
438,PP02-awake,0.13061523,897024,897024,687.95,0,0.0001949635,0.83186436,0.9900435451418161,771,-0.008959809,0.010172554,58.99853941000001,1776.8953173160553,438
439,PP02-awake,0.109716795,899072,899072,686.45,0,0.00023059596,0.79949296,0.9860452152788639,621,-0.0110300705,0.008779822,59.37584013000001,1780.1935353279114,439
440,PP02-awake,0.095019534,901120,901120,690.41,0,0.0011775304,0.79893017,0.8853238224983215,614,-0.0028981154,0.0076061785,58.17168328999999,1783.5272388458252,440
441,PP02-awake,0.114746094,903168,903168,687.23,0,0.00033154365,0.8148367,0.9880009973421693,687,-0.0062390515,0.0094028255,60.22900972999999,1786.5046925544739,441
442,PP02-awake,0.12109375,905216,905216,685.74,0,0.00028098864,0.8302798,0.9900344694033265,714,-0.007275785,0.009328843,61.10465437,1789.3696858882904,442
443,PP02-awake,0.10517578,907264,907264,684.07,0,0.00022948263,0.8307024,0.9898921838030219,714,-0.0055367453,0.008172442,62.523640889999996,1792.2369956970215,443
444,PP02-awake,0.12719727,909312,909312,682.37,0,0.00040600696,0.8282409,0.9862318560481071,678,-0.010637374,0.010187956,63.51473462999999,1795.2564656734467,444
445,PP02-awake,0.11035156,911360,911360,678.32,0,0.00048457473,0.8297305,0.9775636605918407,807,-0.0072930725,0.008619274,65.06180746999999,1797.7916629314423,445
446,PP02-awake,0.14956054,913408,913408,675.45,0,0.00039847972,0.8323528,0.9807794839143753,519,-0.0111044105,0.015753334,64.61497797999999,1801.7322149276733,446
447,PP02-awake,0.11186524,915456,915456,680.15,0,0.00068409095,0.8411045,0.9660881794989109,527,-0.005740246,0.008248089,64.1402274,1805.6132020950317,447
448,PP02-awake,0.13637695,917504,917504,682.41,0,0.0079581905,0.8425873,0.6155190169811249,670,-0.011942978,0.012598319,62.198862479999995,1808.665824174881,448
449,PP02-awake,0.13227539,919552,919552,682.41,0,0.00030131213,0.8281296,0.9812386501580477,669,-0.010040612,0.013588351,63.38087977,1811.7251110076904,449
450,PP02-awake,0.07851563,921600,921600,686.13,0,0.00046637817,0.8305973,0.9212401956319809,430,-0.0032092803,0.0066744164,62.130481339999996,1816.4838647842407,450
451,PP02-awake,0.111767575,923648,923648,671.69,0,0.001491508,0.8332715,0.9573827981948853,831,-0.009951084,0.009730551,63.052370679999996,1818.9490940570831,451
452,PP02-awake,0.114550784,925696,925696,668.55,0,0.0062962784,0.8368909,0.8403384387493134,705,-0.010737034,0.011773134,62.56479554,1821.8525440692902,452
453,PP02-awake,0.122363284,927744,927744,659.1,0,0.0004944727,0.8319377,0.977810263633728,721,-0.006602039,0.009277387,63.11811418,1824.692461013794,453
454,PP02-awake,0.12915039,929792,929792,654.47,0,0.004247367,0.8296075,0.8782944083213806,767,-0.011078593,0.011013686,63.164167750000004,1827.3616540431976,454
455,PP02-awake,0.1387207,931840,931840,650.86,0,0.00045086,0.8177169,0.9863287946209311,681,-0.0075467066,0.010620577,64.71432204000001,1830.3678648471832,455
456,PP02-awake,0.14960937,933888,933888,642.32,0,0.0003012235,0.802065,0.9919044617563486,811,-0.008734246,0.011956265,65.43727611000001,1832.8932271003723,456
457,PP02-awake,0.109277345,935936,935936,642.41,0,0.037094064,0.8318278,0.4068217873573303,705,-0.0049996385,0.00889049,64.38526410000001,1835.7980575561523,457
458,PP02-awake,0.11489258,937984,937984,635.78,0,0.00026989024,0.86253816,0.9911012854427099,664,-0.0072137667,0.008981008,65.34010009,1838.8806087970734,458
459,PP02-awake,0.1541504,940032,940032,634.69,0,0.00052309374,0.8806984,0.9852653881534934,704,-0.01016882,0.012487069,64.44173421999999,1841.7890949249268,459
460,PP02-awake,0.08979492,942080,942080,629.21,0,0.00062251295,0.89686453,0.9672051295638084,767,-0.0023962166,0.0071170377,64.34243529,1844.4577946662903,460
461,PP02-awake,0.09794922,944128,944128,620.99,0,0.00033961475,0.88866854,0.9762902837246656,753,-0.0029899688,0.0074838204,65.65627107,1847.174724817276,461
462,PP02-awake,0.100292966,946176,946176,617.84,0,0.00062311767,0.8747411,0.9792310707271099,844,-0.0038538924,0.0081032,66.85322381,1849.599415063858,462
463,PP02-awake,0.12919922,948224,948224,613.25,0,0.0002712279,0.8582834,0.9926565787754953,779,-0.010225332,0.0102474205,67.3531588,1852.2283115386963,463
464,PP02-awake,0.11411133,950272,950272,609.63,0,0.0035193395,0.85127705,0.8577523082494736,714,-0.0030077016,0.009070966,66.98071555,1855.0951907634735,464
465,PP02-awake,0.13354492,952320,952320,605.71,0,0.032291453,0.8781592,0.6595806777477264,758,-0.0075711785,0.010229678,65.74168072,1857.7966060638428,465
466,PP02-awake,0.16054687,954368,954368,602.85,0,0.001092172,0.88670385,0.9550761133432388,708,-0.013093403,0.012434061,67.45323227999998,1860.6872081756592,466
467,PP02-awake,0.14785156,956416,956416,600.28,0,0.0009681851,0.8691391,0.9759897217154503,790,-0.008038224,0.011101855,66.37338435999999,1863.2769165039062,467
468,PP02-awake,0.17841797,958464,958464,598.11,0,0.0008745223,0.8438388,0.9683184176683426,700,-0.013720684,0.01416669,66.38806056000001,1866.2021815776825,468
469,PP02-awake,0.13886718,960512,960512,594.63,0,0.00102333,0.82832825,0.9596812389791012,835,-0.008072346,0.010490098,68.47089251,1868.6531176567078,469
470,PP02-awake,0.11899414,962560,962560,587.49,0,0.000381701,0.8203478,0.9846757566556334,846,-0.007929047,0.009613602,68.55798741,1871.0741031169891,470
471,PP02-awake,0.11425781,964608,964608,588.42,0,0.037580732,0.82972133,0.07371151447296143,675,-0.0049864007,0.008856734,66.74903228,1874.1081302165985,471
472,PP02-awake,0.12246094,966656,966656,593.14,0,0.000630245,0.8370611,0.982506450265646,676,-0.0045543904,0.0093837995,66.93170526,1877.1366865634918,472
473,PP02-awake,0.098925784,968704,968704,595.41,0,0.0009086394,0.8139865,0.9570860415697098,655,-0.0032953364,0.0076933317,67.46393470000001,1880.259370803833,473
474,PP02-awake,0.08139648,970752,970752,596.82,0,0.0022907227,0.79566944,0.8324904590845108,729,-0.005895326,0.007773619,65.62208788,1883.0664794445038,474
475,PP02-awake,0.14008789,972800,972800,590.28,0,0.00050262135,0.77654684,0.9794267974793911,708,-0.007005687,0.010128884,66.23574779,1885.9560494422913,475
476,PP02-awake,0.12514648,974848,974848,589.43,0,0.00029710194,0.76403,0.9897505398839712,546,-0.006332483,0.009249603,65.83651084,1889.7068631649017,476
477,PP02-awake,0.15449218,976896,976896,587.09,0,0.0033165845,0.75728834,0.8893641605973244,646,-0.00951034,0.0120204855,66.82517118,1892.8770732879639,477
478,PP02-awake,0.1305664,978944,978944,567.0,0,0.0016781101,0.73918146,0.9444497972726822,928,-0.0081559,0.01050522,68.91306354,1895.0824520587921,478
479,PP02-awake,0.11767578,980992,980992,561.38,0,0.00078990107,0.7353606,0.9749488979578018,713,-0.008516193,0.009648908,69.62608049,1897.9516508579254,479
480,PP02-awake,0.13535157,983040,983040,571.74,0,0.00037206968,0.74160516,0.9882147861644626,749,-0.01055927,0.011207024,70.18431422999998,1900.6836364269257,480
481,PP02-awake,0.112695314,985088,985088,572.64,0,0.040809706,0.7579557,0.5602780282497406,667,-0.0065752156,0.011907782,69.60667178,1903.7506408691406,481
482,PP02-awake,0.114550784,987136,987136,569.79,0,0.0012613323,0.7681519,0.9534356445074081,832,-0.0067163296,0.008989665,70.29631064,1906.2124736309052,482
483,PP02-awake,0.16025391,989184,989184,570.11,0,0.0004191397,0.7626349,0.9857934135943651,773,-0.011467406,0.014768277,69.69545765000001,1908.8618037700653,483
484,PP02-awake,0.13349609,991232,991232,574.23,0,0.00035296363,0.7592252,0.9827417638152838,735,-0.007837535,0.011131436,69.99868281,1911.6476120948792,484
485,PP02-awake,0.14770508,993280,993280,577.4,0,0.0004183283,0.73547286,0.98718470800668,664,-0.0079772705,0.011664169,70.93631574999999,1914.7320601940155,485
486,PP02-awake,0.11630859,995328,995328,580.89,0,0.00027424085,0.72374016,0.9903675923123956,511,-0.0047242055,0.009278925,71.32804026,1918.7389073371887,486
487,PP02-awake,0.12026367,997376,997376,569.92,0,0.027674127,0.7365389,0.6859467625617981,894,-0.0039748903,0.009402649,71.93390148999998,1921.0290443897247,487
488,PP02-awake,0.12631837,999424,999424,581.53,0,0.0007254251,0.73712295,0.9806751366704702,550,-0.006017997,0.00968159,70.87951989,1924.746344089508,488
489,PP02-awake,0.10854492,1001472,1001472,581.42,0,0.0012098259,0.71183646,0.9300022348761559,686,-0.0027808403,0.008487195,70.01290058999999,1927.7294964790344,489
490,PP02-awake,0.1461914,1003520,1003520,574.78,0,0.0014333322,0.70374423,0.9404086656868458,869,-0.008986974,0.012078592,70.29907538999998,1930.0852699279785,490
491,PP02-awake,0.14794922,1005568,1005568,570.66,0,0.0018564863,0.705934,0.9466321803629398,825,-0.0064336457,0.011465929,70.80671282,1932.5658586025238,491
492,PP02-awake,0.15214844,1007616,1007616,568.21,0,0.00067673787,0.68892384,0.966632716357708,739,-0.0103222625,0.013503295,72.56770898,1935.334884405136,492
493,PP02-awake,0.12436523,1009664,1009664,566.68,0,0.00091583317,0.67251456,0.957305058836937,799,-0.0038340488,0.009701224,72.42737445,1937.8968651294708,493
494,PP02-awake,0.12988281,1011712,1011712,570.22,0,0.000679155,0.6627519,0.9686299823224545,787,-0.008300098,0.010306389,72.48634383000001,1940.4991312026978,494
495,PP02-awake,0.13779297,1013760,1013760,564.23,0,0.00076121837,0.6550729,0.94470289722085,749,-0.005888286,0.010340846,71.98201737000001,1943.2313961982727,495
496,PP02-awake,0.13642578,1015808,1015808,573.41,0,0.0004817623,0.63683957,0.9757169112563133,716,-0.009070633,0.010143811,71.73047134000001,1946.090743303299,496
497,PP02-awake,0.13276367,1017856,1017856,575.38,0,0.0003413323,0.60217005,0.9902627533301711,676,-0.0062003722,0.010319807,71.67207449,1949.1176500320435,497
498,PP02-awake,0.11801758,1019904,1019904,580.35,0,0.0003654949,0.60585403,0.9833680391311646,571,-0.007950308,0.008912122,70.63327149000001,1952.7027113437653,498
499,PP02-awake,0.15351562,1021952,1021952,577.49,0,0.0007018753,0.6277516,0.9422636479139328,655,-0.0072509437,0.012404793,71.87229758,1955.8267798423767,499
500,PP02-awake,0.114990234,1024000,1024000,577.77,0,0.0012997703,0.6497978,0.9283104538917542,626,-0.0067899437,0.010199001,71.68726311000002,1959.0937495231628,500
