nupdates,Name,clipfrac,serial_timesteps,total_timesteps,EpLenMean,trial,value_loss,loss_ent,explained_variance,fps,policy_loss,approxkl,EpRewMean,time_elapsed,Iteration
667,PP02-awake,0.13876954,1366016,1366016,496.05,0,0.04604829,0.46755385,0.6153666079044342,982,-0.006005489,0.01215599,64.54586531999999,2516.3152611255646,667
668,PP02-awake,0.13364258,1368064,1368064,484.85,0,0.00096676673,0.46892896,0.977960916236043,858,-0.006366439,0.010506129,68.13535781,2518.699945449829,668
669,PP02-awake,0.1338379,1370112,1370112,483.42,0,0.0007566596,0.46351856,0.9767004139721394,877,-0.007609113,0.010200689,68.98656353,2521.033739089966,669
670,PP02-awake,0.13779297,1372160,1372160,470.66,0,0.00074927974,0.45537296,0.980084465816617,843,-0.008299629,0.010652174,69.56887286,2523.4629077911377,670
671,PP02-awake,0.12890625,1374208,1374208,477.52,0,0.024665752,0.42976183,0.7082706093788147,758,-0.014412092,0.012141742,69.64914153000001,2526.1618432998657,671
672,PP02-awake,0.16567382,1376256,1376256,471.21,0,0.0057112114,0.38933846,0.9120779186487198,899,-0.01479491,0.014250115,71.14224863999999,2528.441734313965,672
673,PP02-awake,0.16679688,1378304,1378304,474.52,0,0.0014491301,0.37614122,0.9642630368471146,854,-0.010930484,0.012873344,71.69683583,2530.8380377292633,673
674,PP02-awake,0.16552734,1380352,1380352,471.45,0,0.0012249041,0.3748031,0.9519738517701626,895,-0.01013418,0.013154149,72.4616742,2533.1249821186066,674
675,PP02-awake,0.15795898,1382400,1382400,469.72,0,0.0011988499,0.3736202,0.9721154440194368,880,-0.0086882785,0.01297853,74.93665399000001,2535.4505009651184,675
676,PP02-awake,0.14628907,1384448,1384448,461.09,0,0.0008225537,0.36992523,0.9822624679654837,827,-0.0076065985,0.011413576,75.27007875,2537.9260997772217,676
677,PP02-awake,0.13432617,1386496,1386496,449.53,0,0.00062219275,0.36716822,0.9825496394187212,832,-0.011543795,0.010627912,74.63288141999999,2540.385380268097,677
678,PP02-awake,0.13076171,1388544,1388544,441.12,0,0.001013946,0.3567707,0.9774428866803646,922,-0.0056654876,0.010532286,76.24695851,2542.6055431365967,678
679,PP02-awake,0.1493164,1390592,1390592,447.62,0,0.002790546,0.34174687,0.914977490901947,692,-0.012464238,0.01168281,77.09381131999999,2545.562554836273,679
680,PP02-awake,0.16811523,1392640,1392640,449.58,0,0.0007912237,0.30058232,0.9384362362325191,568,-0.010090414,0.01277672,76.30294051999999,2549.1663370132446,680
681,PP02-awake,0.1385254,1394688,1394688,456.12,0,0.0008571163,0.26281148,0.9725132267922163,848,-0.0069827214,0.010240836,79.3260784,2551.581587791443,681
682,PP02-awake,0.15117188,1396736,1396736,452.13,0,0.0004541506,0.24694578,0.9833635576069355,853,-0.012686059,0.011719224,82.38273253,2553.9811675548553,682
683,PP02-awake,0.15014648,1398784,1398784,451.94,0,0.00047912746,0.24288335,0.9886845964938402,703,-0.011783503,0.012313014,81.29175640999999,2556.893547296524,683
684,PP02-awake,0.14091797,1400832,1400832,448.58,0,0.0005465868,0.229171,0.987208554521203,795,-0.0030465126,0.011410664,83.31135728,2559.4689807891846,684
685,PP02-awake,0.15395507,1402880,1402880,456.44,0,0.00064501114,0.2049423,0.9834376741200686,705,-0.0059992564,0.012473012,83.18728899999998,2562.3734192848206,685
686,PP02-awake,0.13544922,1404928,1404928,449.23,0,0.00046153011,0.20396726,0.9886038014665246,965,-0.005383717,0.010567971,86.30765408999997,2564.494052886963,686
687,PP02-awake,0.1737793,1406976,1406976,449.23,0,0.001403238,0.22179171,0.9700401071459055,823,-0.009506863,0.013835719,87.47662774999999,2566.9798226356506,687
688,PP02-awake,0.14794922,1409024,1409024,448.52,0,0.0003971085,0.22556102,0.9838647805154324,781,-0.0069124415,0.012065651,87.73096899999999,2569.602264881134,688
689,PP02-awake,0.16049805,1411072,1411072,455.09,0,0.00024320136,0.20598046,0.9955625431612134,690,-0.0025788038,0.012642095,86.60074563999999,2572.5678803920746,689
690,PP02-awake,0.12333985,1413120,1413120,462.47,0,0.0002727407,0.19109088,0.995422603096813,773,-0.007964932,0.010534094,87.63055645,2575.2165644168854,690
691,PP02-awake,0.14375,1415168,1415168,472.57,0,0.00035661474,0.1896241,0.9958855067379773,786,-0.006108029,0.011309199,87.88322954999998,2577.8193624019623,691
692,PP02-awake,0.17163086,1417216,1417216,477.32,0,0.00033542578,0.17999096,0.9956646580249071,849,-0.007545214,0.013976681,89.15195642999997,2580.2315526008606,692
693,PP02-awake,0.19550781,1419264,1419264,476.28,0,0.0004637815,0.1653233,0.9937345865182579,834,-0.012121212,0.017043453,90.16129817999999,2582.686930179596,693
694,PP02-awake,0.12905273,1421312,1421312,470.55,0,0.0004032834,0.15499613,0.9850080525502563,858,-0.0059573734,0.010193979,91.52444337000001,2585.073480606079,694
695,PP02-awake,0.17949219,1423360,1423360,464.26,0,0.00043384056,0.16482286,0.994153359439224,796,-0.0070273676,0.014115378,91.43007107999998,2587.6438105106354,695
696,PP02-awake,0.18310547,1425408,1425408,463.47,0,0.00068484567,0.16827771,0.9888730365782976,786,-0.010260613,0.031643886,91.37360566,2590.250752687454,696
697,PP02-awake,0.14785156,1427456,1427456,470.17,0,0.0025597357,0.17925425,0.9684244692325592,864,-0.009279775,0.013534518,91.32282053,2592.619647026062,697
698,PP02-awake,0.17490235,1429504,1429504,470.52,0,0.0009067218,0.18554433,0.9838933013379574,799,-0.008048393,0.014442787,90.92318836999999,2595.1802213191986,698
699,PP02-awake,0.15356445,1431552,1431552,473.85,0,0.0005019071,0.17713985,0.9860372496768832,771,-0.010936236,0.012562628,90.9470435,2597.8354907035828,699
700,PP02-awake,0.14716797,1433600,1433600,479.13,0,0.041822426,0.17563842,0.7836002558469772,734,-0.009692575,0.016352605,88.96222224000002,2600.6258730888367,700
701,PP02-awake,0.14975587,1435648,1435648,477.16,0,0.0005252338,0.141598,0.9935252396389842,980,-0.005381708,0.011583045,89.89672705999999,2619.472557783127,701
702,PP02-awake,0.14169922,1437696,1437696,474.68,0,0.0006495163,0.13415216,0.986021957360208,749,-0.005023458,0.011330975,91.18679128,2622.207127571106,702
703,PP02-awake,0.14858398,1439744,1439744,461.4,0,0.00047488045,0.13866457,0.9915741235017776,927,-0.0077085583,0.011250383,91.52954261000002,2624.416348695755,703
704,PP02-awake,0.15820312,1441792,1441792,466.55,0,0.0006388448,0.14448638,0.9785646833479404,665,-0.0048268833,0.012436444,91.88836389000002,2627.495901107788,704
705,PP02-awake,0.14135742,1443840,1443840,481.14,0,0.00078977074,0.16846858,0.9204926937818527,759,-0.0010920691,0.0116125485,90.73646863999998,2630.194184064865,705
706,PP02-awake,0.16469726,1445888,1445888,486.09,0,0.055523515,0.1711418,0.39828580617904663,844,-0.0050367364,0.013350578,89.47602803,2632.6193132400513,706
707,PP02-awake,0.15649414,1447936,1447936,483.25,0,0.00074437336,0.15695307,0.9853974310681224,866,-0.009482408,0.01374229,88.46987884999999,2634.984011888504,707
708,PP02-awake,0.18208008,1449984,1449984,472.0,0,0.034629222,0.14516349,0.7626281231641769,961,-0.0074408604,0.01891699,88.53354549,2637.114747285843,708
709,PP02-awake,0.1449707,1452032,1452032,478.57,0,0.0006525124,0.11477264,0.9692077953368425,573,-0.004116103,0.011058801,87.73830049000001,2640.686954498291,709
710,PP02-awake,0.13413087,1454080,1454080,481.47,0,0.0005674748,0.09912142,0.9830435570329428,898,-0.008173416,0.011084226,86.13643463999998,2642.9658234119415,710
711,PP02-awake,0.17919922,1456128,1456128,477.24,0,0.000653435,0.08096654,0.9883006820455194,771,-0.0039418573,0.015938524,87.43602000000001,2645.6194529533386,711
712,PP02-awake,0.15097657,1458176,1458176,475.46,0,0.0009783821,0.07045416,0.9658961594104767,563,-0.0077109314,0.010906873,86.42161295000004,2649.257183790207,712
713,PP02-awake,0.1199707,1460224,1460224,468.96,0,0.0008508797,0.06294066,0.961870864033699,695,0.00051574735,0.009103639,87.41584515000001,2652.2027971744537,713
714,PP02-awake,0.16845703,1462272,1462272,471.09,0,0.0004890588,0.05809384,0.9879413228482008,719,-0.011650453,0.0137415575,86.68028369,2655.0491280555725,714
715,PP02-awake,0.13881835,1464320,1464320,476.77,0,0.00043663435,0.039580725,0.9745803140103817,546,-0.007994005,0.011323342,86.43322663999999,2658.7996876239777,715
716,PP02-awake,0.1421875,1466368,1466368,479.8,0,0.002280937,0.03450566,0.9473432414233685,882,-0.0032684647,0.01313558,84.86637756000002,2661.121000766754,716
717,PP02-awake,0.16147462,1468416,1468416,484.24,0,0.029912507,0.042846803,0.7445131242275238,709,-0.0042926115,0.013024037,83.14556243999999,2664.0061395168304,717
718,PP02-awake,0.1517578,1470464,1470464,489.76,0,0.00091504335,0.029973328,0.988760587759316,691,-0.00497533,0.012142932,83.38509017,2666.9688115119934,718
719,PP02-awake,0.19208984,1472512,1472512,485.0,0,0.00088465755,0.044635914,0.9812308270484209,917,-0.012832699,0.015576194,84.19555012000001,2669.2022132873535,719
720,PP02-awake,0.119580075,1474560,1474560,485.28,0,0.0005575029,0.040445052,0.9743035826832056,745,-0.0034055882,0.009571311,83.77740081,2671.949678182602,720
721,PP02-awake,0.1607422,1476608,1476608,488.28,0,0.0013069711,0.010206599,0.9850629242137074,748,-0.005371944,0.012647304,84.60657649,2674.6855981349945,721
722,PP02-awake,0.18603516,1478656,1478656,487.33,0,0.030456662,-0.0103721395,0.7518900781869888,711,-0.010468994,0.015907686,83.71178862,2677.5632660388947,722
723,PP02-awake,0.1640625,1480704,1480704,495.6,0,0.0014621298,-0.03506103,0.9599473886191845,841,-0.010883354,0.014247003,82.97241663000001,2679.998646259308,723
724,PP02-awake,0.15332031,1482752,1482752,490.84,0,0.0016243147,-0.06392966,0.9730550162494183,867,-0.004520873,0.012206727,85.44502170999998,2682.3598845005035,724
725,PP02-awake,0.16225585,1484800,1484800,492.48,0,0.0010402729,-0.08056439,0.981256065890193,858,-0.0058006723,0.012830715,84.66485499999999,2684.7455179691315,725
726,PP02-awake,0.15952149,1486848,1486848,489.32,0,0.0033502944,-0.0753724,0.946554746478796,851,-0.008668416,0.012909161,84.57454858,2687.1511676311493,726
727,PP02-awake,0.1503418,1488896,1488896,495.27,0,0.0018828588,-0.06780863,0.9645739048719406,748,-0.0056480775,0.011799194,84.51505429000001,2689.88858795166,727
728,PP02-awake,0.14853516,1490944,1490944,479.03,0,0.0008421469,-0.06993924,0.9784362595528364,971,-0.0038000266,0.011809931,85.12503745999999,2691.9975912570953,728
729,PP02-awake,0.16582032,1492992,1492992,470.97,0,0.0018892114,-0.05552119,0.9571726620197296,849,-0.007696499,0.012403186,86.38284894,2694.410310268402,729
730,PP02-awake,0.15620117,1495040,1495040,472.67,0,0.0006908276,-0.035862274,0.9922288861125708,849,-0.0052552843,0.012277259,86.80386351000001,2696.8214571475983,730
731,PP02-awake,0.17895508,1497088,1497088,481.34,0,0.0003606833,-0.05327279,0.9952862183563411,872,-0.004802697,0.0142100705,85.75000191,2699.170218706131,731
732,PP02-awake,0.16459961,1499136,1499136,479.28,0,0.0011298696,-0.06226484,0.9781778510659933,795,-0.0075395405,0.013601899,87.27548619,2701.7464821338654,732
733,PP02-awake,0.17265625,1501184,1501184,474.57,0,0.0009753223,-0.050426535,0.9822221174836159,1001,-0.0057873144,0.013255039,87.56452778999997,2703.79204249382,733
734,PP02-awake,0.16171876,1503232,1503232,470.67,0,0.000693035,-0.053613,0.9886328168213367,927,-0.007612382,0.012577018,86.83992051999999,2706.0015530586243,734
735,PP02-awake,0.18349609,1505280,1505280,471.92,0,0.00040854403,-0.060015816,0.9877375019714236,665,-0.004344847,0.014242065,87.58959399,2709.080367565155,735
736,PP02-awake,0.17978516,1507328,1507328,457.31,0,0.001233862,-0.072373256,0.9833487942814827,940,-0.010937018,0.014324929,87.29242172000001,2711.259243965149,736
737,PP02-awake,0.1727539,1509376,1509376,443.19,0,0.00064651587,-0.07296814,0.9900794746354222,912,-0.0062716575,0.013349442,88.35662015000001,2713.503128051758,737
738,PP02-awake,0.17504883,1511424,1511424,437.77,0,0.0009128755,-0.074046716,0.9745818451046944,934,-0.009656517,0.0145006105,88.35324074,2715.6941180229187,738
739,PP02-awake,0.20126954,1513472,1513472,432.52,0,0.00048201834,-0.07983617,0.9924456533044577,946,-0.013614289,0.016254764,90.87751258,2717.857891559601,739
740,PP02-awake,0.15131836,1515520,1515520,438.65,0,0.00054134027,-0.062715836,0.9683340638875961,671,-0.001865311,0.011739003,89.64129779000002,2720.9090535640717,740
741,PP02-awake,0.15698242,1517568,1517568,443.82,0,0.00026165842,-0.050462067,0.995152335613966,748,-0.0041934517,0.012711013,90.02633922000001,2723.6469593048096,741
742,PP02-awake,0.1387207,1519616,1519616,443.55,0,0.0008855204,-0.07036382,0.9422921016812325,567,-0.0006428193,0.010714846,89.68269194,2727.2603409290314,742
743,PP02-awake,0.17841797,1521664,1521664,446.43,0,0.0007070541,-0.072572485,0.9801906868815422,790,-0.004643089,0.013415853,89.88098469999998,2729.852839231491,743
744,PP02-awake,0.15893555,1523712,1523712,443.42,0,0.0008684433,-0.06601504,0.9725336041301489,815,-0.0042334516,0.014844607,90.57145352999999,2732.3632247447968,744
745,PP02-awake,0.17172852,1525760,1525760,447.32,0,0.00024381482,-0.07363448,0.993687896989286,700,-0.003904656,0.013143897,90.25523255,2735.2877373695374,745
746,PP02-awake,0.1730957,1527808,1527808,448.27,0,0.0006903735,-0.08480531,0.9835963696241379,858,-0.011439469,0.014989126,89.60719305999999,2737.6729753017426,746
747,PP02-awake,0.20493165,1529856,1529856,446.08,0,0.042221703,-0.08091303,0.6938913762569427,913,-0.006306032,0.017865498,88.84787646999999,2739.9141755104065,747
748,PP02-awake,0.1805664,1531904,1531904,442.0,0,0.0004900185,-0.07769826,0.9910491276532412,961,-0.006837418,0.01427904,89.64144440999999,2742.0455627441406,748
749,PP02-awake,0.17001954,1533952,1533952,439.3,0,0.000591715,-0.08436578,0.992028396576643,958,-0.009931244,0.013880436,91.60420801999999,2744.1814563274384,749
750,PP02-awake,0.19453125,1536000,1536000,442.79,0,0.0004793356,-0.10904974,0.9945019260048866,815,-0.010948567,0.016320424,92.01541423999998,2746.6917848587036,750
751,PP02-awake,0.17841797,1538048,1538048,438.3,0,0.00062287005,-0.119822934,0.9873126847669482,862,-0.0114567205,0.014498122,94.13255979999998,2749.0663607120514,751
752,PP02-awake,0.18037109,1540096,1540096,436.46,0,0.00040255036,-0.11003475,0.9909842880442739,825,-0.0067912997,0.014007484,95.60999687000002,2751.548504590988,752
753,PP02-awake,0.16870117,1542144,1542144,437.62,0,0.00049329584,-0.119820416,0.9851772747933865,773,-0.00028752332,0.013621261,95.05520783,2754.1949956417084,753
754,PP02-awake,0.15864258,1544192,1544192,438.76,0,0.00077392475,-0.1441715,0.9844261845573783,894,-0.0026938259,0.012608622,95.82467095,2756.483964204788,754
755,PP02-awake,0.21435547,1546240,1546240,445.37,0,0.002575486,-0.13872506,0.9704943764954805,794,-0.0049044075,0.019408096,95.8032101,2759.0612485408783,755
756,PP02-awake,0.18725586,1548288,1548288,443.81,0,0.0006491946,-0.14223976,0.9926219270564616,851,-0.012004914,0.014950285,97.20263089000002,2761.46555185318,756
757,PP02-awake,0.20585938,1550336,1550336,444.74,0,0.00051626534,-0.13784902,0.9926596311852336,868,-0.010652717,0.017403087,96.47421498,2763.8247940540314,757
758,PP02-awake,0.15288086,1552384,1552384,450.85,0,0.00032215338,-0.13756278,0.991844960488379,791,-0.0079207895,0.011970871,96.43660328000001,2766.4137783050537,758
759,PP02-awake,0.16411133,1554432,1554432,455.8,0,0.000550982,-0.15808518,0.9906611209735274,876,-0.0066749454,0.013025251,95.78397414,2768.749985933304,759
760,PP02-awake,0.17978516,1556480,1556480,455.53,0,0.00063705695,-0.17378786,0.9858285477384925,896,-0.008896722,0.014699891,96.29028991000001,2771.0341506004333,760
761,PP02-awake,0.15610352,1558528,1558528,453.89,0,0.00028384678,-0.18837944,0.9890838144347072,832,-0.0010646409,0.011917008,96.46287408999999,2773.494958639145,761
762,PP02-awake,0.18095703,1560576,1560576,466.66,0,0.00077063026,-0.19046602,0.969539837911725,633,-0.0040042093,0.013974805,96.4582805,2776.7303524017334,762
763,PP02-awake,0.18261719,1562624,1562624,460.84,0,0.00068395986,-0.17595634,0.9866164643317461,931,-0.006556651,0.014765156,96.80115975000001,2778.928546667099,763
764,PP02-awake,0.14111328,1564672,1564672,461.16,0,0.00026217653,-0.15764675,0.9792083911597729,584,-0.00043796547,0.010806359,97.48505225000001,2782.435039281845,764
765,PP02-awake,0.18598633,1566720,1566720,448.89,0,0.00047793676,-0.15732512,0.9928645370528102,942,-0.00945435,0.015051467,99.51238531999998,2784.607212781906,765
766,PP02-awake,0.1883789,1568768,1568768,444.48,0,0.00033278466,-0.16529976,0.9949867771938443,807,-0.007266657,0.015318481,100.44990540999999,2787.1431946754456,766
767,PP02-awake,0.1708496,1570816,1570816,449.8,0,0.000813796,-0.17761707,0.9620765931904316,677,-0.003281188,0.0132576395,100.45372040000001,2790.164372444153,767
768,PP02-awake,0.17319337,1572864,1572864,450.53,0,0.0005470129,-0.18055697,0.9914936283603311,723,-0.007352362,0.013685274,100.00978560999998,2792.9962487220764,768
769,PP02-awake,0.16386719,1574912,1574912,457.19,0,0.0002411526,-0.18639742,0.990585002116859,697,-0.0046300814,0.013489519,99.81132636999999,2795.934787750244,769
770,PP02-awake,0.1503418,1576960,1576960,466.82,0,0.046085678,-0.19320832,0.5671509206295013,572,-0.004807501,0.013687449,98.51576958,2799.5103368759155,770
771,PP02-awake,0.18339844,1579008,1579008,473.54,0,0.0414871,-0.2003274,0.7506776601076126,778,-0.0056602457,0.01659863,97.54138291,2802.1400816440582,771
772,PP02-awake,0.20317383,1581056,1581056,469.54,0,0.0008594158,-0.20337316,0.9895363254472613,887,-0.007680618,0.015691562,96.84005192000001,2804.447845697403,772
773,PP02-awake,0.18803711,1583104,1583104,461.77,0,0.0007831704,-0.20608227,0.9900836991146207,932,-0.010721974,0.017006481,97.34208492000002,2806.6445384025574,773
774,PP02-awake,0.13798828,1585152,1585152,473.45,0,0.00048100954,-0.20398292,0.9771284721791744,490,-0.003916649,0.010468163,96.34300199999998,2810.8215792179108,774
775,PP02-awake,0.20478515,1587200,1587200,478.54,0,0.0009567655,-0.20195296,0.9882958456873894,814,-0.013170962,0.018167753,95.01393612000001,2813.3377137184143,775
776,PP02-awake,0.1722168,1589248,1589248,478.38,0,0.00047506756,-0.20506826,0.985704449005425,798,-0.008932723,0.013628354,95.20958573,2815.9033567905426,776
777,PP02-awake,0.17792968,1591296,1591296,474.96,0,0.0024424545,-0.21032596,0.9646275900304317,935,-0.0068508377,0.015674438,96.09204415999999,2818.0933763980865,777
778,PP02-awake,0.16953126,1593344,1593344,473.39,0,0.038051415,-0.20017214,0.7999639362096786,718,-0.002687248,0.01490405,95.62405718999999,2820.943042039871,778
779,PP02-awake,0.1650879,1595392,1595392,478.39,0,0.0009391173,-0.20775664,0.9897382678464055,896,-0.006355846,0.013475848,95.48622063,2823.2277133464813,779
780,PP02-awake,0.17094727,1597440,1597440,468.82,0,0.00083286327,-0.22072116,0.986120967194438,920,-0.0072089606,0.013759101,97.07807108000002,2825.452761411667,780
781,PP02-awake,0.19057617,1599488,1599488,457.45,0,0.0005146751,-0.24166234,0.9902479611337185,830,-0.002663343,0.014846685,97.53982569999998,2827.9182982444763,781
