#{"t_start": 1525271944.5967844, "env_id": "RockSample"}
r,l,t
77.708122,707,483.378204
64.932156,642,483.741495
20.04592,512,484.047806
287.3294,1032,484.976191
288.37582,974,485.542945
285.497011,1025,486.48692
282.806225,1066,487.149583
98.174114,860,488.020189
283.491011,1022,488.66168
160.039999,1012,489.623164
46.725651,573,489.982896
285.13061,1054,490.973406
283.880367,1049,491.624737
281.974912,1072,492.624218
279.924818,1123,493.319038
23.161946,536,493.646585
283.602218,1062,494.602889
284.270145,1041,495.231441
-25.906115,384,495.781285
282.539771,1056,496.424782
53.576853,717,496.863815
280.430156,1108,497.844485
61.876454,657,498.24698
284.677175,1006,499.175258
286.222954,1003,499.780707
286.465984,1029,500.716809
280.276431,1114,501.387296
281.518447,1087,502.354188
-69.512498,201,502.479528
281.093623,1061,503.125241
282.68932,1053,504.079421
-53.656585,256,504.240691
159.643054,1086,505.218028
-54.86408,239,505.366274
94.764015,768,505.839509
283.836186,1042,506.788341
282.1918,1046,507.429696
286.552927,1010,508.363597
57.06527,632,508.749547
284.856119,1052,509.393873
-27.348984,377,509.93271
284.420032,1046,510.565844
284.243423,1049,511.516006
280.800502,1081,512.181895
284.965113,1045,513.130553
282.502934,1048,513.760947
283.154722,1052,514.709141
286.070656,1008,515.316722
66.563447,722,516.065061
285.39667,1028,516.693082
285.562242,1045,517.638927
285.965862,1028,518.257183
65.04405,707,518.695141
-71.172041,307,519.196528
283.759198,1055,519.841584
284.532094,1015,520.772625
282.661368,1047,521.416197
284.907822,1023,522.340291
282.700082,1074,522.993881
282.664735,1083,523.963642
281.703475,1081,524.620998
284.52217,1030,525.557004
282.63375,1068,526.197335
284.11131,1033,527.139091
-40.222136,308,527.331018
282.852143,1078,527.990904
285.054517,1038,528.935569
286.237869,1016,529.549486
-88.587501,178,529.973632
282.311408,1077,530.627578
282.812019,1092,531.598875
282.764087,1061,532.240153
286.260947,1021,533.174879
287.309375,1011,533.788007
286.741929,1039,534.735887
285.968994,1015,535.347352
280.396366,1104,536.328877
286.266683,1038,536.955313
283.153565,1096,537.927795
286.085295,1039,538.568427
287.794434,1032,539.505897
284.238724,1068,540.154449
285.419005,1028,541.086615
285.199951,1055,541.730207
287.239251,1027,542.668173
286.181808,1032,543.295127
283.727951,1082,544.266765
284.279281,1052,544.904072
280.321414,1106,545.887198
-57.284153,277,546.055884
284.350093,1032,546.689519
288.486084,1049,547.634012
281.83219,1089,548.29575
288.333807,1016,549.218029
286.273486,1052,549.856502
286.570089,1086,550.829737
283.372933,1073,551.791994
287.972919,1015,552.407201
288.841821,1024,587.917726
286.063441,1036,607.226932
